,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
30,0.0,26.0,37627.29,48.31617,159.9794,4697.773285,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
31,0.0,88.0,20845.55,43.01015,167.4564,3643.379954,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
32,3.0,21.0,48844.65,49.30109,114.9509,4812.411802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
33,2.0,37.0,12851.22,3.550421402,169.937833,726.6441549,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
34,0.0,32.0,52543.98,63.88028,207.4673,5777.144351,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
35,2.0,49.0,28833.12,61.67482,139.9512,5773.715899,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
36,0.0,41.0,58940.98,3.761061,197.4702,1151.905186,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
37,3.0,53.0,30788.59,52.61618,217.484,4957.613255,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,3.0,26.0,2374.22,3.775528995,114.972827,551.1855922,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
39,2.0,28.0,4348.83,47.50976,222.6654,4677.936927,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
40,3.0,19.0,72149.15,66.97309,127.4738,6269.834827,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
41,2.0,36.0,46932.29,69.02601,149.9621,6000.793836,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
42,1.0,62.0,17386.0,1.229945,204.961,570.9128348,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
43,6.0,26.0,48582.37,61.78014,147.4564,5900.543943,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
44,1.0,61.0,31964.0,2.440923609,187.46728,1092.134853,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
45,3.0,74.0,135171.31,7.273510936,144.960655,677.1757219,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
46,1.0,49.0,27720.0,16.01233793,129.977753,2010.958936,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
47,2.0,78.0,8406.68,2.560691,207.6386,751.4491239,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48,2.0,76.0,1476.14,4.905018,192.4404,782.6217803,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
49,3.0,80.0,47565.61,70.19733,162.4676,6554.853473,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
50,0.0,42.0,33436.51,62.9209,159.9512,5341.417352,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
51,3.0,63.0,31486.36,64.33534,117.4686,5981.786697,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
52,3.0,77.0,34584.19,53.81882,217.4702,4896.644429,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
53,0.0,25.0,35193.4,67.53496,222.6143,6580.30162,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
54,1.0,50.0,41169.83,65.33266,172.4705,6192.141187,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
55,0.0,46.0,64782.28,59.43728,159.9656,5462.617829,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
56,2.0,37.0,10204.37,15.37432,129.9598,2007.890075,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
57,3.0,35.0,46770.27,7.294292,134.9801,983.0214047,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
58,2.0,28.0,10342.14,10.96319721,95.019486,1270.217581,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
59,3.0,34.0,27006.97,60.4105,207.4754,6001.171287,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
60,0.0,87.0,20519.11,63.86407,152.466,5382.496895,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
61,2.0,44.0,9669.27,70.90494,194.9581,6370.632284,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
62,1.0,36.0,69960.26,14.83659,222.6143,2304.085004,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
63,2.0,27.0,77124.99,9.932123,152.4579,1734.8206,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
64,0.0,77.0,128728.3,18.4468,275.1198,2046.091342,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
65,3.0,81.0,30780.17,64.67959,242.6573,5994.368564,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
66,8.0,48.0,40982.78,9.747138,245.132,1677.870071,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
67,1.0,66.0,16603.16,52.61696,142.4713,5031.059535,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
68,0.0,22.0,16874.68,9.039309605,149.988989,1134.880009,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
69,4.0,27.0,60053.46,61.12237,267.6647,5943.318759,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
70,1.0,88.0,7833.53,7.858862202,252.637807,1207.144714,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
71,0.0,68.0,45530.8,5.733719,127.4601,918.1830814,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
72,8.0,52.0,18849.08,59.97805,169.9447,5464.592624,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
73,0.0,86.0,36079.26,45.51779,114.9509,4114.665387,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
74,4.0,27.0,11672.97,60.14645,159.9349,5459.257498,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
75,2.0,30.0,61676.36,57.48138,147.4783,5062.064883,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
76,3.0,32.0,26525.07,61.51035,227.4754,5684.35373,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
77,3.0,49.0,13808.1,19.42268,179.9476,1996.584616,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
78,2.0,27.0,38465.4,7.522520984,149.97755,1021.026757,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
79,1.0,82.0,36514.64,64.29998,232.6378,6217.92046,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
80,5.0,65.0,24672.87,59.33902,127.4586,5252.240805,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81,1.0,43.0,42619.82,63.39679,127.4958,5486.549081,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
82,3.0,31.0,112097.3,48.25953,182.4433,4843.627918,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83,1.0,43.0,37634.23,43.20929,167.4564,3755.734311,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
84,3.0,21.0,14527.8,13.05373,220.1185,1761.265371,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
85,2.0,60.0,25939.02,11.59641,149.9598,1209.433597,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
86,1.0,69.0,13755.56,8.016341,182.4762,1033.144943,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
87,4.0,25.0,163156.7,53.03214,162.5299,4958.925244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
88,1.0,55.0,13556.03,70.82774,114.9838,5994.045373,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
89,2.0,53.0,77658.11,15.73628072,162.460772,2089.023186,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
90,0.0,57.0,36057.73,8.526865,179.9476,902.9358857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
91,0.0,66.0,19161.27,3.147832,159.9642,562.8048829,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
92,1.0,82.0,16776.51,70.86194,187.6422,6236.37892,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
93,0.0,48.0,65583.82,67.09561,197.6288,6098.13029,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
94,1.0,67.0,7500.54,3.27379,137.4836,891.754556,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
95,1.0,27.0,43148.68,2.611838,124.9643,320.1072613,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
96,1.0,45.0,78750.79,64.91343,160.0122,5617.036978,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
97,0.0,33.0,22361.08,14.07058,200.1185,2079.326294,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
98,3.0,44.0,15944.32,3.999140345,129.948316,1048.919831,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
99,0.0,24.0,48314.4,11.45675389,287.642733,1779.309609,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
100,2.0,52.0,41490.64,58.5543,132.5127,5208.893265,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
101,1.0,74.0,51784.5,7.602068,124.9935,646.8507919,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
102,0.0,77.0,25859.59,10.42248,137.4684,1028.818406,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
103,0.0,32.0,7490.58,66.85534,137.4872,5704.335112,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
104,7.0,74.0,14744.58,64.11549,152.4441,6093.493249,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
105,0.0,77.0,70094.06,5.131207,92.45514,740.9934575,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
106,1.0,76.0,29459.16,3.196943016,275.119794,830.61429,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
107,1.0,63.0,18571.0,4.300271811,204.963371,782.9998382,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
108,1.0,79.0,15202.61,13.3771743,139.95684,1298.399804,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
109,10.0,67.0,76740.16,8.099865,137.4616,1247.334037,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
110,0.0,70.0,70716.07,13.99745,159.9794,1741.511236,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
111,1.0,72.0,13325.5,10.65826,117.4392,1436.859689,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
112,0.0,72.0,37340.2,2.010811355,172.440432,863.4623731,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
113,0.0,64.0,30466.06,68.96904,242.6281,6237.268861,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
114,1.0,76.0,9802.05,43.91274,192.4705,3938.300864,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
115,4.0,76.0,45553.16,9.043575718,172.470522,1587.044822,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
116,1.0,69.0,24650.65,65.26459,222.6143,6280.796851,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
117,4.0,58.0,5028.44,3.106980528,192.440432,708.8254196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
118,1.0,55.0,7682.28,6.086525665,139.99789,840.1259162,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
119,3.0,37.0,35801.05,3.046588,204.9496,793.3207298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
120,0.0,81.0,29711.23,61.29211,149.9483,5163.277727,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
121,4.0,43.0,35539.7,5.874064017,139.965008,1363.58603,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
122,3.0,35.0,67999.95,53.91114,149.9778,4810.280705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
123,0.0,19.0,35980.24,28.06447,169.9671,2722.383309,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
124,4.0,30.0,52531.72,10.4103675,149.944668,1718.555203,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
125,5.0,89.0,37089.25,1.113741,204.961,596.0068502,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
126,0.0,42.0,54417.19,9.961602,167.4564,1086.270579,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
127,8.0,39.0,57201.39,68.98508,159.9512,6176.702519,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
128,1.0,73.0,14652.88,70.05743,222.65,6355.992915,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
129,4.0,84.0,24026.7,60.38138,162.4526,5319.773541,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
130,0.0,83.0,14571.81,68.15887,152.4441,6179.798997,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
131,3.0,30.0,45714.47,2.415991977,127.495766,594.1054279,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
132,2.0,64.0,54315.92,14.69884,137.4698,1705.410653,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
133,0.0,23.0,26493.5,1.578151,172.4579,588.3651083,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
134,1.0,53.0,44554.14,62.84168,220.1615,5780.016925,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
135,1.0,23.0,38682.52,61.20259,187.4673,6031.527231,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
136,2.0,70.0,7172.86,71.805,172.4885,6626.316041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
137,2.0,59.0,2131.71,56.84855,192.4404,5047.446061,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
138,2.0,36.0,43627.54,63.39683,182.4676,5697.615578,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
139,9.0,21.0,33765.05,2.82818,182.49,1092.512913,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
140,4.0,44.0,36637.4,1.45460211,192.440432,619.3340158,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
141,6.0,73.0,15411.74,70.30088,137.4392,6060.997249,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
142,2.0,51.0,74771.86,70.50182,124.9643,5834.963129,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
143,8.0,36.0,56815.09,16.48485,179.9476,1952.410832,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
144,5.0,30.0,35375.83,64.42046,147.4564,6072.987281,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
145,1.0,58.0,14568.7,15.72071086,220.14775,1868.864027,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
146,1.0,75.0,35061.97,23.77384,129.9778,2561.675396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
147,4.0,44.0,22802.9,48.27562,139.9349,4797.290998,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
148,0.0,74.0,25667.66,4.367739,152.5104,924.895642,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
149,8.0,62.0,15292.25,1.473304337,245.131966,954.0290712,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
150,4.0,30.0,45289.33,62.56252,194.9882,5784.798117,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
151,2.0,74.0,93637.19,9.858971643,112.455141,868.5732588,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
152,0.0,41.0,19300.49,68.86592,159.9656,6333.859497,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
153,1.0,54.0,10879.84,6.204958,104.9629,717.4865643,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
154,1.0,35.0,52473.97,63.25532,159.965,5503.376914,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
155,1.0,46.0,24603.58,57.78386,235.1591,5396.115807,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
156,0.0,62.0,5629.62,67.9048,127.4958,5680.56077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
157,0.0,82.0,28571.57,70.13699,169.9928,5798.959401,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
158,3.0,61.0,27065.38,2.210399,217.4725,731.2638925,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
159,5.0,57.0,38957.95,46.22292,212.6695,4625.577762,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
160,0.0,35.0,56315.69,4.768185,139.9349,1138.754327,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
161,2.0,58.0,5003.87,65.0113,139.9568,5675.878459,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
162,4.0,80.0,76436.8,67.20269,207.6094,6031.136319,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
163,6.0,26.0,42585.62,41.72903,165.0182,4110.601155,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
164,0.0,52.0,16375.5,6.408823,132.5127,874.6357853,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
165,8.0,41.0,77396.38,6.979009919,227.475448,1258.30276,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
166,6.0,58.0,81455.87,71.2039,245.175,6771.922364,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
167,1.0,29.0,33341.83,43.1183,182.4433,4367.354584,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
168,2.0,56.0,55160.57,5.110208414,172.462354,760.1061976,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
169,8.0,25.0,46766.41,13.21297,159.9349,1743.325286,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
170,8.0,34.0,69150.98,58.54353,130.0244,5432.197233,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
171,3.0,37.0,58783.8,60.12954,119.9568,5789.007701,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
172,3.0,87.0,62916.19,71.86794,144.9889,6629.310323,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
173,3.0,73.0,79117.6,2.457741,92.45514,709.6900125,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
174,0.0,24.0,7945.24,6.691537735,134.950905,805.3931837,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
175,0.0,64.0,14921.92,10.93329,152.466,1167.924948,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
176,3.0,75.0,14039.21,10.23679934,174.976769,1662.533055,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
177,0.0,83.0,9843.69,6.791270714,139.951231,1103.633086,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
178,0.0,73.0,27675.71,12.00194,267.6427,1990.707874,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
179,3.0,40.0,45203.76,71.98828,162.4713,6304.569466,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
180,0.0,29.0,32952.41,5.457127,202.65,1589.753327,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
181,1.0,70.0,27068.65,43.47717,162.4526,3935.280548,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
182,0.0,71.0,48628.18,45.22174,204.961,4032.926983,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
183,1.0,77.0,62309.09,64.63019,192.4404,5595.256243,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
184,4.0,26.0,76411.65,5.886238,212.6695,1391.330245,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
